,instance name,number of variables,number of constraints,size,number of permuted constraints,number of permuted variables,number of permuted coef variables,number of modified coef variables,number of scaled constraints,model,solver,max scale,timeout with no decision,type of instance,origin of the MPS,result of the test,execution time,total hour,validation,luby_cst,seed
564,blend,84,116,9744,32,26,0,0,0,luby_test,no_solver,10,unknown-due-to-timeout,eq,netlib/,unknown,83:42:45,83,no-solution-to-validate,20,146874
565,sc105,104,151,15704,48,19,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
566,stocfor1,112,165,18480,38,5,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
567,israel,143,164,23452,36,30,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
568,scagr7,141,180,25380,29,19,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
569,fit1d,1027,26,26702,5,119,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:3:38,0,valid-solution,20,146874
570,recipe,181,159,28779,52,52,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
571,boeing2,163,185,30155,2,13,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
572,share1b,226,197,44522,3,43,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
573,vtp.base,204,250,51000,76,69,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
574,e226,283,206,58298,54,19,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:1:30,0,valid-solution,20,146874
575,sc205,204,295,60180,90,20,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
576,beaconfd,263,264,69432,82,67,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
577,lotfi,309,242,74778,69,42,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
578,brandy,250,305,76250,98,73,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
579,agg,164,495,81180,60,32,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
580,grow7,302,281,84862,50,55,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
581,forplan,423,246,104058,72,95,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
582,scsd1,761,155,117955,21,224,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
583,bore3d,316,381,120396,133,100,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
584,capri,354,404,143016,113,1,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
585,agg3,303,545,165135,171,102,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
586,agg2,303,545,165135,180,97,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
587,sctap1,481,421,202501,137,89,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
588,scorpion,359,565,202835,127,116,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
589,boeing1,474,446,211404,107,136,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
590,scfxm1,458,469,214802,94,16,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
591,bandm,473,539,254947,168,99,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
592,stair,468,566,264888,150,26,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
593,fit2d,10501,27,283527,7,2063,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
594,finnis,615,522,321030,167,147,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
595,scagr25,501,648,324648,154,145,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
596,degen2,535,666,356310,118,27,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
597,tuff,588,622,365736,183,155,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
598,grow15,646,601,388246,168,121,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
599,scsd6,1351,295,398545,16,420,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
600,etamacro,689,673,463697,191,182,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
601,standata,1076,516,555216,63,283,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
602,standgub,1185,520,616200,120,250,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
603,pilot4,1001,682,682682,208,182,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
604,fffff800,855,829,708795,192,224,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
605,standmps,1076,732,787632,34,296,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
606,grow22,947,881,834307,265,251,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
607,ship04s,1459,573,836007,188,318,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
608,scfxm2,915,937,857355,282,165,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
609,bnl1,1176,821,965496,261,325,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
610,scrs8,1170,863,1009710,169,154,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
611,seba,1036,1030,1067080,227,82,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
612,gfrd-pnc,1093,1133,1238369,224,77,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
613,wood1p,2595,487,1263765,107,555,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
614,perold,1377,1117,1538109,20,419,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
615,ship04l,2119,749,1587131,115,641,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
616,maros,1444,1147,1656268,132,180,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
617,shell,1776,1071,1902096,342,485,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
618,scfxm3,1372,1405,1927660,308,248,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
619,25fv47,1572,1276,2005872,328,502,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
620,fit1p,1678,1255,2105890,357,369,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
621,ship08s,2388,885,2113380,266,489,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
622,scsd8,2751,795,2187045,267,832,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
623,modszk1,1621,1373,2225633,335,223,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
624,ship12s,2764,1045,2888380,175,902,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
625,sctap2,1881,1561,2936241,361,269,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
626,pilot.ja,1989,1598,3178422,436,562,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
627,sierra,2037,1756,3576972,273,484,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
628,pilotnov,2173,1673,3635429,259,720,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
629,pilot.we,2790,1306,3643740,208,294,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
630,nesm,3012,1231,3707772,246,91,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
631,ganges,1682,2250,3784500,482,383,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
632,degen3,1819,2221,4039999,639,407,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
633,czprob,3524,1439,5071036,241,1013,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
634,d6cube,6185,829,5127365,86,1675,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
635,sctap3,2481,2101,5212581,610,620,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
636,pilot,3653,1671,6104163,229,1208,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
637,ship08l,4284,1429,6121836,469,929,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
638,stocfor2,2032,3285,6675120,1063,624,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
639,cycle,2858,3119,8914102,1034,606,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
640,ship12l,5428,1789,9710692,510,1451,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
641,pilot87,4884,2256,11018304,175,1594,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
642,bnl2,3490,3512,12256880,749,1082,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
643,woodw,8406,2183,18350298,474,2342,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
644,d2q06c,5168,3596,18584128,619,563,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
645,80bau3b,9800,2103,20609400,194,2127,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
646,greenbea,5406,4450,24056700,1124,64,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
647,greenbeb,5406,4450,24056700,1318,1168,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
648,maros-r7,9409,6273,59022657,1415,1797,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
649,fit2p,13526,6001,81169526,1037,1915,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
650,dfl001,12231,12143,148521033,2542,1100,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,146874
651,afiro,33,34,1122,8,6,86,5,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
652,kb2,42,60,2520,12,5,109,14,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
653,sc50b,49,71,3479,18,4,126,12,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,146874
654,sc50a,49,71,3479,12,9,267,4,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
655,adlittle,98,68,6664,20,27,27,6,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
656,share2b,80,107,8560,31,17,261,0,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
657,blend,84,116,9744,36,23,456,17,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
658,sc105,104,151,15704,4,19,794,19,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
659,stocfor1,112,165,18480,56,13,232,23,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,146874
660,israel,143,164,23452,48,43,1338,3,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,146874
661,scagr7,141,180,25380,45,26,1024,25,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:1,0,no-solution-to-validate,20,146874
662,fit1d,1027,26,26702,6,111,803,1,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:3:23,0,no-solution-to-validate,20,146874
663,recipe,181,159,28779,21,52,1329,36,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:1,0,no-solution-to-validate,20,146874
664,boeing2,163,185,30155,9,25,1914,33,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,146874
665,share1b,226,197,44522,52,1,3464,36,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:4,0,no-solution-to-validate,20,146874
666,vtp.base,204,250,51000,54,59,496,3,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,146874
667,e226,283,206,58298,61,63,1590,24,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:8,0,no-solution-to-validate,20,146874
668,sc205,204,295,60180,91,47,3705,9,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,146874
669,beaconfd,263,264,69432,89,86,1448,11,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:15,0,no-solution-to-validate,20,146874
670,lotfi,309,242,74778,59,73,2923,8,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:8,0,no-solution-to-validate,20,146874
671,brandy,250,305,76250,89,54,4360,19,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:11,0,no-solution-to-validate,20,146874
672,agg,164,495,81180,27,32,7483,56,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:13,0,no-solution-to-validate,20,146874
673,grow7,302,281,84862,20,84,1553,37,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:13,0,no-solution-to-validate,20,146874
674,forplan,423,246,104058,60,135,115,23,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:35,0,no-solution-to-validate,20,146874
675,scsd1,761,155,117955,13,155,5955,27,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:56,0,no-solution-to-validate,20,146874
676,bore3d,316,381,120396,117,63,332,2,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:16,0,no-solution-to-validate,20,146874
677,capri,354,404,143016,109,101,3572,95,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:20,0,no-solution-to-validate,20,146874
678,agg3,303,545,165135,122,58,3574,17,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:34,0,no-solution-to-validate,20,146874
679,agg2,303,545,165135,86,28,496,10,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:33,0,no-solution-to-validate,20,146874
680,sctap1,481,421,202501,108,137,10661,65,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:31,0,no-solution-to-validate,20,146874
681,scorpion,359,565,202835,172,104,1936,86,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:27,0,no-solution-to-validate,20,146874
682,boeing1,474,446,211404,127,101,4905,111,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:45,0,no-solution-to-validate,20,146874
683,scfxm1,458,469,214802,106,61,4866,24,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:40,0,no-solution-to-validate,20,146874
684,bandm,473,539,254947,53,147,8231,32,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:58,0,no-solution-to-validate,20,146874
685,stair,468,566,264888,38,48,7586,119,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:52,0,no-solution-to-validate,20,146874
686,fit2d,10501,27,283527,6,542,270746,0,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,146874
687,finnis,615,522,321030,172,63,2473,85,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:54,0,no-solution-to-validate,20,146874
688,scagr25,501,648,324648,151,157,19995,5,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:55,0,no-solution-to-validate,20,146874
689,degen2,535,666,356310,26,131,4207,162,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:26,0,no-solution-to-validate,20,146874
690,tuff,588,622,365736,24,190,13368,77,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:56,0,no-solution-to-validate,20,146874
691,grow15,646,601,388246,155,77,6346,113,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:2:13,0,no-solution-to-validate,20,146874
