,instance name,number of variables,number of constraints,size,number of permuted constraints,number of permuted variables,number of permuted coef variables,number of modified coef variables,number of scaled constraints,model,solver,max scale,timeout with no decision,type of instance,origin of the MPS,result of the test,execution time,total hour,validation,luby_cst,seed
946,e226,283,206,58298,54,19,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:1:31,0,valid-solution,20,746812
947,sc205,204,295,60180,90,20,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
948,beaconfd,263,264,69432,82,67,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
949,lotfi,309,242,74778,69,42,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
950,brandy,250,305,76250,98,73,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
951,agg,164,495,81180,60,32,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
952,grow7,302,281,84862,50,55,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
953,forplan,423,246,104058,72,95,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
954,scsd1,761,155,117955,21,224,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
955,bore3d,316,381,120396,133,100,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
956,capri,354,404,143016,113,1,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
957,agg3,303,545,165135,171,102,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
958,agg2,303,545,165135,180,97,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
959,sctap1,481,421,202501,137,89,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
960,scorpion,359,565,202835,127,116,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
961,boeing1,474,446,211404,107,136,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
962,scfxm1,458,469,214802,94,16,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
963,bandm,473,539,254947,168,99,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
964,stair,468,566,264888,150,26,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
965,fit2d,10501,27,283527,7,2063,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
966,finnis,615,522,321030,167,147,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
967,scagr25,501,648,324648,154,145,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
968,degen2,535,666,356310,118,27,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
969,tuff,588,622,365736,183,155,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
970,grow15,646,601,388246,168,121,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
971,scsd6,1351,295,398545,16,420,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
972,etamacro,689,673,463697,191,182,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
973,standata,1076,516,555216,63,283,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
974,standgub,1185,520,616200,120,250,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
975,pilot4,1001,682,682682,208,182,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
976,fffff800,855,829,708795,192,224,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
977,standmps,1076,732,787632,34,296,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
978,grow22,947,881,834307,265,251,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
979,ship04s,1459,573,836007,188,318,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
980,scfxm2,915,937,857355,282,165,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
981,bnl1,1176,821,965496,261,325,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
982,scrs8,1170,863,1009710,169,154,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
983,seba,1036,1030,1067080,227,82,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
984,gfrd-pnc,1093,1133,1238369,224,77,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
985,wood1p,2595,487,1263765,107,555,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
986,perold,1377,1117,1538109,20,419,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
987,ship04l,2119,749,1587131,115,641,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
988,maros,1444,1147,1656268,132,180,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
989,shell,1776,1071,1902096,342,485,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
990,scfxm3,1372,1405,1927660,308,248,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
991,25fv47,1572,1276,2005872,328,502,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
992,fit1p,1678,1255,2105890,357,369,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
993,ship08s,2388,885,2113380,266,489,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
994,scsd8,2751,795,2187045,267,832,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
995,modszk1,1621,1373,2225633,335,223,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
996,ship12s,2764,1045,2888380,175,902,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
997,sctap2,1881,1561,2936241,361,269,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
998,pilot.ja,1989,1598,3178422,436,562,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
999,sierra,2037,1756,3576972,273,484,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1000,pilotnov,2173,1673,3635429,259,720,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1001,pilot.we,2790,1306,3643740,208,294,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1002,nesm,3012,1231,3707772,246,91,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1003,ganges,1682,2250,3784500,482,383,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1004,degen3,1819,2221,4039999,639,407,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1005,czprob,3524,1439,5071036,241,1013,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1006,d6cube,6185,829,5127365,86,1675,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1007,sctap3,2481,2101,5212581,610,620,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1008,pilot,3653,1671,6104163,229,1208,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1009,ship08l,4284,1429,6121836,469,929,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1010,stocfor2,2032,3285,6675120,1063,624,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1011,cycle,2858,3119,8914102,1034,606,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1012,ship12l,5428,1789,9710692,510,1451,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1013,pilot87,4884,2256,11018304,175,1594,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1014,bnl2,3490,3512,12256880,749,1082,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1015,woodw,8406,2183,18350298,474,2342,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1016,d2q06c,5168,3596,18584128,619,563,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1017,80bau3b,9800,2103,20609400,194,2127,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1018,greenbea,5406,4450,24056700,1124,64,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1019,greenbeb,5406,4450,24056700,1318,1168,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1020,maros-r7,9409,6273,59022657,1415,1797,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1021,fit2p,13526,6001,81169526,1037,1915,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1022,dfl001,12231,12143,148521033,2542,1100,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1023,afiro,33,34,1122,8,6,86,5,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1024,kb2,42,60,2520,12,5,109,14,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1025,sc50b,49,71,3479,18,4,126,12,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1026,sc50a,49,71,3479,12,9,267,4,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1027,adlittle,98,68,6664,20,27,27,6,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1028,share2b,80,107,8560,31,17,261,0,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1029,blend,84,116,9744,36,23,456,17,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1030,sc105,104,151,15704,4,19,794,19,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1031,stocfor1,112,165,18480,56,13,232,23,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,746812
1032,israel,143,164,23452,48,43,1338,3,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,746812
1033,scagr7,141,180,25380,45,26,1024,25,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:1,0,no-solution-to-validate,20,746812
1034,fit1d,1027,26,26702,6,111,803,1,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:3:25,0,no-solution-to-validate,20,746812
1035,recipe,181,159,28779,21,52,1329,36,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,746812
1036,boeing2,163,185,30155,9,25,1914,33,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,746812
1037,share1b,226,197,44522,52,1,3464,36,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:4,0,no-solution-to-validate,20,746812
1038,vtp.base,204,250,51000,54,59,496,3,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1039,e226,283,206,58298,61,63,1590,24,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:8,0,no-solution-to-validate,20,746812
1040,sc205,204,295,60180,91,47,3705,9,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1041,beaconfd,263,264,69432,89,86,1448,11,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:16,0,no-solution-to-validate,20,746812
1042,lotfi,309,242,74778,59,73,2923,8,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:7,0,no-solution-to-validate,20,746812
1043,brandy,250,305,76250,89,54,4360,19,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:11,0,no-solution-to-validate,20,746812
1044,agg,164,495,81180,27,32,7483,56,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:14,0,no-solution-to-validate,20,746812
1045,grow7,302,281,84862,20,84,1553,37,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:14,0,no-solution-to-validate,20,746812
1046,forplan,423,246,104058,60,135,115,23,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:39,0,no-solution-to-validate,20,746812
1047,scsd1,761,155,117955,13,155,5955,27,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:3,0,no-solution-to-validate,20,746812
1048,bore3d,316,381,120396,117,63,332,2,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:17,0,no-solution-to-validate,20,746812
1049,capri,354,404,143016,109,101,3572,95,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:20,0,no-solution-to-validate,20,746812
1050,agg3,303,545,165135,122,58,3574,17,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:34,0,no-solution-to-validate,20,746812
1051,agg2,303,545,165135,86,28,496,10,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:35,0,no-solution-to-validate,20,746812
1052,sctap1,481,421,202501,108,137,10661,65,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:36,0,no-solution-to-validate,20,746812
1053,scorpion,359,565,202835,172,104,1936,86,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:28,0,no-solution-to-validate,20,746812
1054,boeing1,474,446,211404,127,101,4905,111,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:45,0,no-solution-to-validate,20,746812
1055,scfxm1,458,469,214802,106,61,4866,24,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:46,0,no-solution-to-validate,20,746812
1056,bandm,473,539,254947,53,147,8231,32,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:58,0,no-solution-to-validate,20,746812
1057,stair,468,566,264888,38,48,7586,119,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:53,0,no-solution-to-validate,20,746812
1058,fit2d,10501,27,283527,6,542,270746,0,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1059,finnis,615,522,321030,172,63,2473,85,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:3,0,no-solution-to-validate,20,746812
1060,scagr25,501,648,324648,151,157,19995,5,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:57,0,no-solution-to-validate,20,746812
1061,degen2,535,666,356310,26,131,4207,162,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:26,0,no-solution-to-validate,20,746812
1062,tuff,588,622,365736,24,190,13368,77,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:56,0,no-solution-to-validate,20,746812
1063,grow15,646,601,388246,155,77,6346,113,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:2:23,0,no-solution-to-validate,20,746812
1064,scsd6,1351,295,398545,97,429,29373,38,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1065,etamacro,689,673,463697,210,138,31253,124,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:36,0,no-solution-to-validate,20,746812
1066,standata,1076,516,555216,173,283,33442,93,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:3:22,0,no-solution-to-validate,20,746812
1067,standgub,1185,520,616200,162,301,13396,59,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:3:47,0,no-solution-to-validate,20,746812
1068,pilot4,1001,682,682682,102,316,46311,80,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:4:11,0,no-solution-to-validate,20,746812
1069,fffff800,855,829,708795,234,229,16055,29,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:5:30,0,no-solution-to-validate,20,746812
1070,standmps,1076,732,787632,97,260,3607,16,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1071,grow22,947,881,834307,233,307,371,91,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:6:46,0,no-solution-to-validate,20,746812
1072,ship04s,1459,573,836007,179,66,17763,132,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:8:1,0,no-solution-to-validate,20,746812
1073,scfxm2,915,937,857355,291,291,12396,7,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:5:14,0,no-solution-to-validate,20,746812
1074,bnl1,1176,821,965496,284,197,10694,82,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:7:1,0,no-solution-to-validate,20,746812
1075,scrs8,1170,863,1009710,267,400,70304,41,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:5:55,0,no-solution-to-validate,20,746812
1076,seba,1036,1030,1067080,39,273,43856,30,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:6:54,0,no-solution-to-validate,20,746812
1077,gfrd-pnc,1093,1133,1238369,302,333,5736,101,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:6:13,0,no-solution-to-validate,20,746812
1078,wood1p,2595,487,1263765,154,667,307178,116,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,7:6:37,7,no-solution-to-validate,20,746812
1079,perold,1377,1117,1538109,222,438,73950,11,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:12:53,0,no-solution-to-validate,20,746812
1080,ship04l,2119,749,1587131,179,539,43428,165,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:22:44,0,no-solution-to-validate,20,746812
1081,maros,1444,1147,1656268,220,174,9205,29,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:16:22,0,no-solution-to-validate,20,746812
1082,shell,1776,1071,1902096,179,413,164705,170,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:15:52,0,no-solution-to-validate,20,746812
1083,scfxm3,1372,1405,1927660,206,439,146405,86,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:17:31,0,no-solution-to-validate,20,746812
1084,25fv47,1572,1276,2005872,429,494,28102,275,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:24:9,0,no-solution-to-validate,20,746812
1085,fit1p,1678,1255,2105890,179,470,216222,132,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:29:8,0,no-solution-to-validate,20,746812
1086,ship08s,2388,885,2113380,247,625,16643,163,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:30:49,0,no-solution-to-validate,20,746812
1087,scsd8,2751,795,2187045,188,749,191469,66,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:58:40,0,no-solution-to-validate,20,746812
1088,modszk1,1621,1373,2225633,453,123,80952,39,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:15:19,0,no-solution-to-validate,20,746812
1089,ship12s,2764,1045,2888380,36,690,58050,235,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:49:37,0,no-solution-to-validate,20,746812
1090,sctap2,1881,1561,2936241,408,169,121526,106,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:26:33,0,no-solution-to-validate,20,746812
1091,pilot.ja,1989,1598,3178422,64,191,90518,354,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:55:16,0,no-solution-to-validate,20,746812
1092,sierra,2037,1756,3576972,358,158,280128,202,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:38:4,0,no-solution-to-validate,20,746812
1093,pilotnov,2173,1673,3635429,312,683,12815,200,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:0:16,1,no-solution-to-validate,20,746812
1094,pilot.we,2790,1306,3643740,399,556,108522,109,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:5:46,1,no-solution-to-validate,20,746812
1095,nesm,3012,1231,3707772,295,958,47210,22,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:32:40,1,no-solution-to-validate,20,746812
1096,ganges,1682,2250,3784500,422,518,181960,170,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:38:8,0,no-solution-to-validate,20,746812
1097,degen3,1819,2221,4039999,553,183,175950,151,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:15:1,1,no-solution-to-validate,20,746812
1098,czprob,3524,1439,5071036,69,851,946945,0,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:52:4,1,no-solution-to-validate,20,746812
1099,d6cube,6185,829,5127365,211,1811,78867,100,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,17:30:25,17,no-solution-to-validate,20,746812
1100,sctap3,2481,2101,5212581,21,584,6264,247,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:18:9,1,no-solution-to-validate,20,746812
1101,pilot,3653,1671,6104163,543,610,8157,399,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:53:26,3,no-solution-to-validate,20,746812
1102,ship08l,4284,1429,6121836,365,7,61488,256,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:25:21,3,no-solution-to-validate,20,746812
1103,stocfor2,2032,3285,6675120,1033,626,58479,746,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:17:7,1,no-solution-to-validate,20,746812
1104,cycle,2858,3119,8914102,839,936,392004,446,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:13:35,3,no-solution-to-validate,20,746812
1105,ship12l,5428,1789,9710692,435,522,402399,399,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,6:37:14,6,no-solution-to-validate,20,746812
1106,pilot87,4884,2256,11018304,703,1591,55769,133,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,14:35:55,14,no-solution-to-validate,20,746812
1107,bnl2,3490,3512,12256880,1100,382,130366,211,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:37:24,3,no-solution-to-validate,20,746812
1108,woodw,8406,2183,18350298,129,2213,255140,60,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,33:45:12,33,no-solution-to-validate,20,746812
1109,d2q06c,5168,3596,18584128,504,1012,142780,10,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,16:37:47,16,no-solution-to-validate,20,746812
1110,80bau3b,9800,2103,20609400,171,2713,3338923,487,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,19:46:0,19,no-solution-to-validate,20,746812
1111,greenbea,5406,4450,24056700,690,1616,773956,455,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,19:55:55,19,no-solution-to-validate,20,746812
1112,greenbeb,5406,4450,24056700,834,1766,247515,1046,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,21:24:1,21,no-solution-to-validate,20,746812
1113,maros-r7,9409,6273,59022657,1764,2991,4435090,389,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1114,fit2p,13526,6001,81169526,565,1352,2703222,1382,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1115,dfl001,12231,12143,148521033,3327,3163,8270683,1457,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,746812
1116,afiro,33,34,1122,11,5,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:0:1,0,valid-solution,20,381072
1117,kb2,42,60,2520,17,12,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,28:39:9,28,valid-solution,20,381072
1118,sc50b,49,71,3479,21,14,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1119,sc50a,49,71,3479,19,13,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
